"","ADR","species","tag","month","year","tissue","stage","conc","method","biomass_kg","season","increment","wood"
"2560","1361","ACRU","112","June",2014,"stem","3cm",4,"sugar",43.3,"summer","2-3","diff"
"2561","1362","ACRU","120","June",2014,"stem","3cm",6.3,"sugar",45.7,"summer","2-3","diff"
"2562","1363","ACRU","124","June",2014,"stem","3cm",5.6,"sugar",36.6,"summer","2-3","diff"
"2563","1364","BEPA","106","June",2014,"stem","3cm",3.6,"sugar",29.2,"summer","2-3","diff"
"2564","1365","BEPA","110","June",2014,"stem","3cm",5.3,"sugar",61.4,"summer","2-3","diff"
"2565","1366","BEPA","113","June",2014,"stem","3cm",5.3,"sugar",37.7,"summer","2-3","diff"
"2605","1406","ACRU","102","June",2014,"stem","4cm",8.3,"sugar",54,"summer","3-4","diff"
"2606","1407","ACRU","103","June",2014,"stem","4cm",12,"sugar",24.1,"summer","3-4","diff"
"2607","1408","ACRU","105","June",2014,"stem","4cm",8,"sugar",30.2,"summer","3-4","diff"
"2608","1409","ACRU","112","June",2014,"stem","4cm",8,"sugar",38.8,"summer","3-4","diff"
"2609","1410","ACRU","120","June",2014,"stem","4cm",2.6,"sugar",41.1,"summer","3-4","diff"
"2610","1411","ACRU","124","June",2014,"stem","4cm",4.6,"sugar",32.3,"summer","3-4","diff"
"2611","1412","BEPA","106","June",2014,"stem","4cm",6.5,"sugar",25.1,"summer","3-4","diff"
"2612","1413","BEPA","110","June",2014,"stem","4cm",5.8,"sugar",56.4,"summer","3-4","diff"
"2613","1414","BEPA","113","June",2014,"stem","4cm",5.6,"sugar",33.4,"summer","3-4","diff"
"2713","1602","ACRU","102","June",2014,"stem","1cm",10.9,"sugar",69.1,"summer","0-1","diff"
"2714","1603","ACRU","102","June",2014,"stem","2cm",8.7,"sugar",64,"summer","1-2","diff"
"2715","1604","ACRU","103","June",2014,"stem","1cm",6.9,"sugar",36.6,"summer","0-1","diff"
"2716","1605","ACRU","103","June",2014,"stem","2cm",6.6,"sugar",32.3,"summer","1-2","diff"
"2717","1606","ACRU","105","June",2014,"stem","1cm",9,"sugar",43.3,"summer","0-1","diff"
"2718","1607","ACRU","105","June",2014,"stem","2cm",6.3,"sugar",38.8,"summer","1-2","diff"
"2719","1608","ACRU","112","June",2014,"stem","1cm",7,"sugar",52.8,"summer","0-1","diff"
"2720","1609","ACRU","112","June",2014,"stem","2cm",5.7,"sugar",48,"summer","1-2","diff"
"2721","1610","ACRU","120","June",2014,"stem","1cm",6.6,"sugar",55.2,"summer","0-1","diff"
"2722","1611","ACRU","120","June",2014,"stem","2cm",5.5,"sugar",50.4,"summer","1-2","diff"
"2723","1612","ACRU","124","June",2014,"stem","1cm",8.8,"sugar",45.7,"summer","0-1","diff"
"2724","1613","ACRU","124","June",2014,"stem","2cm",8,"sugar",41.1,"summer","1-2","diff"
"2725","1614","BEPA","106","June",2014,"stem","1cm",3.8,"sugar",37.7,"summer","0-1","diff"
"2726","1615","BEPA","106","June",2014,"stem","2cm",4.3,"sugar",33.4,"summer","1-2","diff"
"2727","1616","BEPA","110","June",2014,"stem","1cm",5.9,"sugar",71.7,"summer","0-1","diff"
"2728","1617","BEPA","110","June",2014,"stem","2cm",2.7,"sugar",66.5,"summer","1-2","diff"
"2729","1618","BEPA","113","June",2014,"stem","1cm",7.3,"sugar",46.8,"summer","0-1","diff"
"2730","1619","BEPA","113","June",2014,"stem","2cm",4.3,"sugar",42.2,"summer","1-2","diff"
"2761","1650","ACRU","102","April",2014,"stem","1cm",20.8,"sugar",69.1,"spring","0-1","diff"
"2762","1651","ACRU","102","April",2014,"stem","2cm",8.7,"sugar",64,"spring","1-2","diff"
"2763","1652","ACRU","103","April",2014,"stem","1cm",21.2,"sugar",36.6,"spring","0-1","diff"
"2764","1653","ACRU","103","April",2014,"stem","2cm",10.6,"sugar",32.3,"spring","1-2","diff"
"2765","1654","ACRU","105","April",2014,"stem","1cm",9.7,"sugar",43.3,"spring","0-1","diff"
"2766","1655","ACRU","105","April",2014,"stem","2cm",10.3,"sugar",38.8,"spring","1-2","diff"
"2767","1656","ACRU","112","April",2014,"stem","1cm",4.6,"sugar",52.8,"spring","0-1","diff"
"2768","1657","ACRU","112","April",2014,"stem","2cm",4.6,"sugar",48,"spring","1-2","diff"
"2769","1658","ACRU","120","April",2014,"stem","1cm",14.7,"sugar",55.2,"spring","0-1","diff"
"2770","1659","ACRU","120","April",2014,"stem","2cm",2.8,"sugar",50.4,"spring","1-2","diff"
"2771","1660","ACRU","124","April",2014,"stem","1cm",8.7,"sugar",45.7,"spring","0-1","diff"
"2772","1661","ACRU","124","April",2014,"stem","2cm",4.5,"sugar",41.1,"spring","1-2","diff"
"2773","1662","BEPA","106","April",2014,"stem","1cm",1.2,"sugar",37.7,"spring","0-1","diff"
"2774","1663","BEPA","106","April",2014,"stem","2cm",8.3,"sugar",33.4,"spring","1-2","diff"
"2775","1664","BEPA","110","April",2014,"stem","1cm",15.3,"sugar",71.7,"spring","0-1","diff"
"2776","1665","BEPA","110","April",2014,"stem","2cm",11.6,"sugar",66.5,"spring","1-2","diff"
"2777","1666","BEPA","113","April",2014,"stem","1cm",6.2,"sugar",46.8,"spring","0-1","diff"
"2778","1667","BEPA","113","April",2014,"stem","2cm",3.3,"sugar",42.2,"spring","1-2","diff"
"2809","1698","ACRU","102","August",2014,"stem","1cm",10.3,"sugar",69.1,"summer","0-1","diff"
"2810","1699","ACRU","102","August",2014,"stem","2cm",8.9,"sugar",64,"summer","1-2","diff"
"2811","1700","ACRU","103","August",2014,"stem","1cm",3.2,"sugar",36.6,"summer","0-1","diff"
"2812","1701","ACRU","103","August",2014,"stem","2cm",7.3,"sugar",32.3,"summer","1-2","diff"
"2813","1702","ACRU","105","August",2014,"stem","1cm",4.5,"sugar",43.3,"summer","0-1","diff"
"2814","1703","ACRU","105","August",2014,"stem","2cm",6.2,"sugar",38.8,"summer","1-2","diff"
"2815","1704","ACRU","112","August",2014,"stem","1cm",5.1,"sugar",52.8,"summer","0-1","diff"
"2816","1705","ACRU","112","August",2014,"stem","2cm",3.5,"sugar",48,"summer","1-2","diff"
"2817","1706","ACRU","120","August",2014,"stem","1cm",3.5,"sugar",55.2,"summer","0-1","diff"
"2818","1707","ACRU","120","August",2014,"stem","2cm",2.7,"sugar",50.4,"summer","1-2","diff"
"2819","1708","ACRU","124","August",2014,"stem","1cm",5.2,"sugar",45.7,"summer","0-1","diff"
"2820","1709","ACRU","124","August",2014,"stem","2cm",8.6,"sugar",41.1,"summer","1-2","diff"
"2821","1710","BEPA","106","August",2014,"stem","1cm",33.4,"sugar",37.7,"summer","0-1","diff"
"2822","1711","BEPA","106","August",2014,"stem","2cm",2.3,"sugar",33.4,"summer","1-2","diff"
"2823","1712","BEPA","110","August",2014,"stem","1cm",3.3,"sugar",71.7,"summer","0-1","diff"
"2824","1713","BEPA","110","August",2014,"stem","2cm",3.7,"sugar",66.5,"summer","1-2","diff"
"2825","1714","BEPA","113","August",2014,"stem","1cm",3.5,"sugar",46.8,"summer","0-1","diff"
"2826","1715","BEPA","113","August",2014,"stem","2cm",5.1,"sugar",42.2,"summer","1-2","diff"
"2857","1746","ACRU","102","October",2014,"stem","1cm",21.2,"sugar",69.1,"autumn","0-1","diff"
"2858","1747","ACRU","102","October",2014,"stem","2cm",19.3,"sugar",64,"autumn","1-2","diff"
"2859","1748","ACRU","103","October",2014,"stem","1cm",15.8,"sugar",36.6,"autumn","0-1","diff"
"2860","1749","ACRU","103","October",2014,"stem","2cm",15.6,"sugar",32.3,"autumn","1-2","diff"
"2861","1750","ACRU","105","October",2014,"stem","1cm",12.1,"sugar",43.3,"autumn","0-1","diff"
"2862","1751","ACRU","105","October",2014,"stem","2cm",11.2,"sugar",38.8,"autumn","1-2","diff"
"2863","1752","ACRU","112","October",2014,"stem","1cm",9.5,"sugar",52.8,"autumn","0-1","diff"
"2864","1753","ACRU","112","October",2014,"stem","2cm",30.8,"sugar",48,"autumn","1-2","diff"
"2865","1754","ACRU","120","October",2014,"stem","1cm",19.7,"sugar",55.2,"autumn","0-1","diff"
"2866","1755","ACRU","120","October",2014,"stem","2cm",25.7,"sugar",50.4,"autumn","1-2","diff"
"2867","1756","ACRU","124","October",2014,"stem","1cm",13.6,"sugar",45.7,"autumn","0-1","diff"
"2868","1757","ACRU","124","October",2014,"stem","2cm",12.3,"sugar",41.1,"autumn","1-2","diff"
"2869","1758","BEPA","106","October",2014,"stem","1cm",11.3,"sugar",37.7,"autumn","0-1","diff"
"2870","1759","BEPA","106","October",2014,"stem","2cm",17.2,"sugar",33.4,"autumn","1-2","diff"
"2871","1760","BEPA","110","October",2014,"stem","1cm",20.7,"sugar",71.7,"autumn","0-1","diff"
"2872","1761","BEPA","110","October",2014,"stem","2cm",17.7,"sugar",66.5,"autumn","1-2","diff"
"2873","1762","BEPA","113","October",2014,"stem","1cm",11,"sugar",46.8,"autumn","0-1","diff"
"2874","1763","BEPA","113","October",2014,"stem","2cm",6.3,"sugar",42.2,"autumn","1-2","diff"
"3085","2654","ACRU","102","February",2014,"stem","1cm",35.2,"sugar",69.1,"winter","0-1","diff"
"3086","2655","ACRU","103","February",2014,"stem","1cm",26.7,"sugar",36.6,"winter","0-1","diff"
"3087","2656","ACRU","105","February",2014,"stem","1cm",26.9,"sugar",43.3,"winter","0-1","diff"
"3088","2657","ACRU","112","February",2014,"stem","1cm",21.6,"sugar",52.8,"winter","0-1","diff"
"3089","2658","ACRU","120","February",2014,"stem","1cm",22.5,"sugar",55.2,"winter","0-1","diff"
"3090","2659","ACRU","124","February",2014,"stem","1cm",26.2,"sugar",45.7,"winter","0-1","diff"
"3091","2660","BEPA","106","February",2014,"stem","1cm",14.7,"sugar",37.7,"winter","0-1","diff"
"3092","2661","BEPA","110","February",2014,"stem","1cm",16.1,"sugar",71.7,"winter","0-1","diff"
"3093","2662","BEPA","113","February",2014,"stem","1cm",22.6,"sugar",46.8,"winter","0-1","diff"
"3109","2678","ACRU","102","February",2014,"stem","2cm",34.2,"sugar",64,"winter","1-2","diff"
"3110","2679","ACRU","103","February",2014,"stem","2cm",24.4,"sugar",32.3,"winter","1-2","diff"
"3111","2680","ACRU","105","February",2014,"stem","2cm",20.2,"sugar",38.8,"winter","1-2","diff"
"3112","2681","ACRU","112","February",2014,"stem","2cm",18.6,"sugar",48,"winter","1-2","diff"
"3113","2682","ACRU","120","February",2014,"stem","2cm",20.4,"sugar",50.4,"winter","1-2","diff"
"3114","2683","ACRU","124","February",2014,"stem","2cm",20.1,"sugar",41.1,"winter","1-2","diff"
"3115","2684","BEPA","106","February",2014,"stem","2cm",10.6,"sugar",33.4,"winter","1-2","diff"
"3116","2685","BEPA","110","February",2014,"stem","2cm",15.4,"sugar",66.5,"winter","1-2","diff"
"3117","2686","BEPA","113","February",2014,"stem","2cm",14,"sugar",42.2,"winter","1-2","diff"
"3133","2702","ACRU","102","February",2014,"stem","3cm",31.1,"sugar",58.9,"winter","2-3","diff"
"3134","2703","ACRU","103","February",2014,"stem","3cm",21.8,"sugar",28.1,"winter","2-3","diff"
"3135","2704","ACRU","105","February",2014,"stem","3cm",20.2,"sugar",34.4,"winter","2-3","diff"
"3136","2705","ACRU","112","February",2014,"stem","3cm",22.7,"sugar",43.3,"winter","2-3","diff"
"3137","2706","ACRU","120","February",2014,"stem","3cm",19.2,"sugar",45.7,"winter","2-3","diff"
"3138","2707","ACRU","124","February",2014,"stem","3cm",19.7,"sugar",36.6,"winter","2-3","diff"
"3139","2708","BEPA","106","February",2014,"stem","3cm",11.2,"sugar",29.2,"winter","2-3","diff"
"3140","2709","BEPA","110","February",2014,"stem","3cm",14,"sugar",61.4,"winter","2-3","diff"
"3141","2710","BEPA","113","February",2014,"stem","3cm",15.3,"sugar",37.7,"winter","2-3","diff"
"3157","2726","ACRU","102","February",2014,"stem","4cm",30.9,"sugar",54,"winter","3-4","diff"
"3158","2727","ACRU","103","February",2014,"stem","4cm",17.9,"sugar",24.1,"winter","3-4","diff"
"3159","2728","ACRU","105","February",2014,"stem","4cm",20.1,"sugar",30.2,"winter","3-4","diff"
"3160","2729","ACRU","112","February",2014,"stem","4cm",21.5,"sugar",38.8,"winter","3-4","diff"
"3161","2730","ACRU","120","February",2014,"stem","4cm",19.3,"sugar",41.1,"winter","3-4","diff"
"3162","2731","ACRU","124","February",2014,"stem","4cm",19.7,"sugar",32.3,"winter","3-4","diff"
"3163","2732","BEPA","106","February",2014,"stem","4cm",13.5,"sugar",25.1,"winter","3-4","diff"
"3164","2733","BEPA","110","February",2014,"stem","4cm",12.1,"sugar",56.4,"winter","3-4","diff"
"3165","2734","BEPA","113","February",2014,"stem","4cm",16.1,"sugar",33.4,"winter","3-4","diff"
"3181","2750","ACRU","102","March",2014,"stem","1cm",17.6,"sugar",69.1,"spring","0-1","diff"
"3182","2751","ACRU","103","March",2014,"stem","1cm",15.7,"sugar",36.6,"spring","0-1","diff"
"3183","2752","ACRU","105","March",2014,"stem","1cm",25.2,"sugar",43.3,"spring","0-1","diff"
"3184","2753","ACRU","112","March",2014,"stem","1cm",10,"sugar",52.8,"spring","0-1","diff"
"3185","2754","ACRU","120","March",2014,"stem","1cm",15.6,"sugar",55.2,"spring","0-1","diff"
"3186","2755","ACRU","124","March",2014,"stem","1cm",21.2,"sugar",45.7,"spring","0-1","diff"
"3187","2756","BEPA","106","March",2014,"stem","1cm",15.6,"sugar",37.7,"spring","0-1","diff"
"3188","2757","BEPA","110","March",2014,"stem","1cm",16.5,"sugar",71.7,"spring","0-1","diff"
"3189","2758","BEPA","113","March",2014,"stem","1cm",14.6,"sugar",46.8,"spring","0-1","diff"
"3205","2774","ACRU","102","March",2014,"stem","2cm",19.7,"sugar",64,"spring","1-2","diff"
"3206","2775","ACRU","103","March",2014,"stem","2cm",14.5,"sugar",32.3,"spring","1-2","diff"
"3207","2776","ACRU","105","March",2014,"stem","2cm",18,"sugar",38.8,"spring","1-2","diff"
"3208","2777","ACRU","112","March",2014,"stem","2cm",9.2,"sugar",48,"spring","1-2","diff"
"3209","2778","ACRU","120","March",2014,"stem","2cm",22.3,"sugar",50.4,"spring","1-2","diff"
"3210","2779","ACRU","124","March",2014,"stem","2cm",19.5,"sugar",41.1,"spring","1-2","diff"
"3211","2780","BEPA","106","March",2014,"stem","2cm",10.8,"sugar",33.4,"spring","1-2","diff"
"3212","2781","BEPA","110","March",2014,"stem","2cm",16.6,"sugar",66.5,"spring","1-2","diff"
"3213","2782","BEPA","113","March",2014,"stem","2cm",13,"sugar",42.2,"spring","1-2","diff"
"3229","2798","ACRU","102","March",2014,"stem","3cm",21.8,"sugar",58.9,"spring","2-3","diff"
"3230","2799","ACRU","103","March",2014,"stem","3cm",14.4,"sugar",28.1,"spring","2-3","diff"
"3231","2800","ACRU","105","March",2014,"stem","3cm",18.9,"sugar",34.4,"spring","2-3","diff"
"3232","2801","ACRU","112","March",2014,"stem","3cm",15,"sugar",43.3,"spring","2-3","diff"
"3233","2802","ACRU","120","March",2014,"stem","3cm",16.6,"sugar",45.7,"spring","2-3","diff"
"3234","2803","ACRU","124","March",2014,"stem","3cm",22.2,"sugar",36.6,"spring","2-3","diff"
"3235","2804","BEPA","106","March",2014,"stem","3cm",16.1,"sugar",29.2,"spring","2-3","diff"
"3236","2805","BEPA","110","March",2014,"stem","3cm",14.5,"sugar",61.4,"spring","2-3","diff"
"3237","2806","BEPA","113","March",2014,"stem","3cm",13.6,"sugar",37.7,"spring","2-3","diff"
"3253","2822","ACRU","102","March",2014,"stem","4cm",25.2,"sugar",54,"spring","3-4","diff"
"3254","2823","ACRU","103","March",2014,"stem","4cm",15.6,"sugar",24.1,"spring","3-4","diff"
"3255","2824","ACRU","105","March",2014,"stem","4cm",17.8,"sugar",30.2,"spring","3-4","diff"
"3256","2825","ACRU","112","March",2014,"stem","4cm",14.1,"sugar",38.8,"spring","3-4","diff"
"3257","2826","ACRU","120","March",2014,"stem","4cm",15.9,"sugar",41.1,"spring","3-4","diff"
"3258","2827","ACRU","124","March",2014,"stem","4cm",17.3,"sugar",32.3,"spring","3-4","diff"
"3259","2828","BEPA","106","March",2014,"stem","4cm",12.2,"sugar",25.1,"spring","3-4","diff"
"3260","2829","BEPA","110","March",2014,"stem","4cm",13.8,"sugar",56.4,"spring","3-4","diff"
"3261","2830","BEPA","113","March",2014,"stem","4cm",15.8,"sugar",33.4,"spring","3-4","diff"
"3277","2846","ACRU","102","May",2014,"stem","1cm",14.1,"sugar",69.1,"spring","0-1","diff"
"3278","2847","ACRU","103","May",2014,"stem","1cm",7.3,"sugar",36.6,"spring","0-1","diff"
"3279","2848","ACRU","105","May",2014,"stem","1cm",12.6,"sugar",43.3,"spring","0-1","diff"
"3280","2849","ACRU","112","May",2014,"stem","1cm",8.1,"sugar",52.8,"spring","0-1","diff"
"3281","2850","ACRU","120","May",2014,"stem","1cm",11,"sugar",55.2,"spring","0-1","diff"
"3282","2851","ACRU","124","May",2014,"stem","1cm",10.9,"sugar",45.7,"spring","0-1","diff"
"3283","2852","BEPA","106","May",2014,"stem","1cm",6.8,"sugar",37.7,"spring","0-1","diff"
"3284","2853","BEPA","110","May",2014,"stem","1cm",9.1,"sugar",71.7,"spring","0-1","diff"
"3285","2854","BEPA","113","May",2014,"stem","1cm",5.8,"sugar",46.8,"spring","0-1","diff"
"3301","2870","ACRU","102","May",2014,"stem","2cm",16.2,"sugar",64,"spring","1-2","diff"
"3302","2871","ACRU","103","May",2014,"stem","2cm",9.3,"sugar",32.3,"spring","1-2","diff"
"3303","2872","ACRU","105","May",2014,"stem","2cm",15.7,"sugar",38.8,"spring","1-2","diff"
"3304","2873","ACRU","112","May",2014,"stem","2cm",11.5,"sugar",48,"spring","1-2","diff"
"3305","2874","ACRU","120","May",2014,"stem","2cm",12.5,"sugar",50.4,"spring","1-2","diff"
"3306","2875","ACRU","124","May",2014,"stem","2cm",13.6,"sugar",41.1,"spring","1-2","diff"
"3307","2876","BEPA","106","May",2014,"stem","2cm",7.6,"sugar",33.4,"spring","1-2","diff"
"3308","2877","BEPA","110","May",2014,"stem","2cm",14.3,"sugar",66.5,"spring","1-2","diff"
"3309","2878","BEPA","113","May",2014,"stem","2cm",7.9,"sugar",42.2,"spring","1-2","diff"
"3325","2894","ACRU","102","May",2014,"stem","3cm",12.4,"sugar",58.9,"spring","2-3","diff"
"3326","2895","ACRU","103","May",2014,"stem","3cm",7.2,"sugar",28.1,"spring","2-3","diff"
"3327","2896","ACRU","105","May",2014,"stem","3cm",10.2,"sugar",34.4,"spring","2-3","diff"
"3328","2897","ACRU","112","May",2014,"stem","3cm",7,"sugar",43.3,"spring","2-3","diff"
"3329","2898","ACRU","120","May",2014,"stem","3cm",19.4,"sugar",45.7,"spring","2-3","diff"
"3330","2899","ACRU","124","May",2014,"stem","3cm",9.9,"sugar",36.6,"spring","2-3","diff"
"3331","2900","BEPA","106","May",2014,"stem","3cm",4.5,"sugar",29.2,"spring","2-3","diff"
"3332","2901","BEPA","110","May",2014,"stem","3cm",7.7,"sugar",61.4,"spring","2-3","diff"
"3333","2902","BEPA","113","May",2014,"stem","3cm",6.2,"sugar",37.7,"spring","2-3","diff"
"3349","2918","ACRU","102","May",2014,"stem","4cm",12.2,"sugar",54,"spring","3-4","diff"
"3350","2919","ACRU","103","May",2014,"stem","4cm",8.5,"sugar",24.1,"spring","3-4","diff"
"3351","2920","ACRU","105","May",2014,"stem","4cm",8.5,"sugar",30.2,"spring","3-4","diff"
"3352","2921","ACRU","112","May",2014,"stem","4cm",7,"sugar",38.8,"spring","3-4","diff"
"3353","2922","ACRU","120","May",2014,"stem","4cm",12.1,"sugar",41.1,"spring","3-4","diff"
"3354","2923","ACRU","124","May",2014,"stem","4cm",9.9,"sugar",32.3,"spring","3-4","diff"
"3355","2924","BEPA","106","May",2014,"stem","4cm",7.4,"sugar",25.1,"spring","3-4","diff"
"3356","2925","BEPA","110","May",2014,"stem","4cm",6.3,"sugar",56.4,"spring","3-4","diff"
"3357","2926","BEPA","113","May",2014,"stem","4cm",5.5,"sugar",33.4,"spring","3-4","diff"
"3373","2990","ACRU","102","July",2014,"stem","3cm",10.9,"sugar",58.9,"summer","2-3","diff"
"3374","2991","ACRU","103","July",2014,"stem","3cm",8.4,"sugar",28.1,"summer","2-3","diff"
"3375","2992","ACRU","105","July",2014,"stem","3cm",8.5,"sugar",34.4,"summer","2-3","diff"
"3376","2993","ACRU","112","July",2014,"stem","3cm",9.3,"sugar",43.3,"summer","2-3","diff"
"3377","2994","ACRU","120","July",2014,"stem","3cm",8.3,"sugar",45.7,"summer","2-3","diff"
"3378","2995","ACRU","124","July",2014,"stem","3cm",10.2,"sugar",36.6,"summer","2-3","diff"
"3379","2996","BEPA","106","July",2014,"stem","3cm",6.3,"sugar",29.2,"summer","2-3","diff"
"3380","2997","BEPA","110","July",2014,"stem","3cm",6.3,"sugar",61.4,"summer","2-3","diff"
"3381","2998","BEPA","113","July",2014,"stem","3cm",6,"sugar",37.7,"summer","2-3","diff"
"3397","3014","ACRU","102","July",2014,"stem","4cm",12.6,"sugar",54,"summer","3-4","diff"
"3398","3015","ACRU","103","July",2014,"stem","4cm",6.1,"sugar",24.1,"summer","3-4","diff"
"3399","3016","ACRU","105","July",2014,"stem","4cm",8.8,"sugar",30.2,"summer","3-4","diff"
"3400","3017","ACRU","112","July",2014,"stem","4cm",9.2,"sugar",38.8,"summer","3-4","diff"
"3401","3018","ACRU","120","July",2014,"stem","4cm",9.7,"sugar",41.1,"summer","3-4","diff"
"3402","3019","ACRU","124","July",2014,"stem","4cm",11.4,"sugar",32.3,"summer","3-4","diff"
"3403","3020","BEPA","106","July",2014,"stem","4cm",11.6,"sugar",25.1,"summer","3-4","diff"
"3404","3021","BEPA","110","July",2014,"stem","4cm",5.6,"sugar",56.4,"summer","3-4","diff"
"3405","3022","BEPA","113","July",2014,"stem","4cm",9.4,"sugar",33.4,"summer","3-4","diff"
"3421","3038","ACRU","102","September",2014,"stem","1cm",14.7,"sugar",69.1,"autumn","0-1","diff"
"3422","3039","ACRU","103","September",2014,"stem","1cm",11.8,"sugar",36.6,"autumn","0-1","diff"
"3423","3040","ACRU","105","September",2014,"stem","1cm",12.5,"sugar",43.3,"autumn","0-1","diff"
"3424","3041","ACRU","112","September",2014,"stem","1cm",9.3,"sugar",52.8,"autumn","0-1","diff"
"3425","3042","ACRU","120","September",2014,"stem","1cm",8.8,"sugar",55.2,"autumn","0-1","diff"
"3426","3043","ACRU","124","September",2014,"stem","1cm",11.3,"sugar",45.7,"autumn","0-1","diff"
"3427","3044","BEPA","106","September",2014,"stem","1cm",6.9,"sugar",37.7,"autumn","0-1","diff"
"3428","3045","BEPA","110","September",2014,"stem","1cm",6.6,"sugar",71.7,"autumn","0-1","diff"
"3429","3046","BEPA","113","September",2014,"stem","1cm",9.4,"sugar",46.8,"autumn","0-1","diff"
"3445","3062","ACRU","102","September",2014,"stem","2cm",10.9,"sugar",64,"autumn","1-2","diff"
"3446","3063","ACRU","103","September",2014,"stem","2cm",10.7,"sugar",32.3,"autumn","1-2","diff"
"3447","3064","ACRU","105","September",2014,"stem","2cm",9.8,"sugar",38.8,"autumn","1-2","diff"
"3448","3065","ACRU","112","September",2014,"stem","2cm",9.4,"sugar",48,"autumn","1-2","diff"
"3449","3066","ACRU","120","September",2014,"stem","2cm",7.2,"sugar",50.4,"autumn","1-2","diff"
"3450","3067","ACRU","124","September",2014,"stem","2cm",10.8,"sugar",41.1,"autumn","1-2","diff"
"3451","3068","BEPA","106","September",2014,"stem","2cm",7.7,"sugar",33.4,"autumn","1-2","diff"
"3452","3069","BEPA","110","September",2014,"stem","2cm",7.7,"sugar",66.5,"autumn","1-2","diff"
"3453","3070","BEPA","113","September",2014,"stem","2cm",7.2,"sugar",42.2,"autumn","1-2","diff"
"3469","3086","ACRU","102","September",2014,"stem","3cm",11.8,"sugar",58.9,"autumn","2-3","diff"
"3470","3087","ACRU","103","September",2014,"stem","3cm",8.4,"sugar",28.1,"autumn","2-3","diff"
"3471","3088","ACRU","105","September",2014,"stem","3cm",8,"sugar",34.4,"autumn","2-3","diff"
"3472","3089","ACRU","112","September",2014,"stem","3cm",10.1,"sugar",43.3,"autumn","2-3","diff"
"3473","3090","ACRU","120","September",2014,"stem","3cm",5.1,"sugar",45.7,"autumn","2-3","diff"
"3474","3091","ACRU","124","September",2014,"stem","3cm",9.6,"sugar",36.6,"autumn","2-3","diff"
"3475","3092","BEPA","106","September",2014,"stem","3cm",5.9,"sugar",29.2,"autumn","2-3","diff"
"3476","3093","BEPA","110","September",2014,"stem","3cm",7.5,"sugar",61.4,"autumn","2-3","diff"
"3477","3094","BEPA","113","September",2014,"stem","3cm",20.5,"sugar",37.7,"autumn","2-3","diff"
"3493","3110","ACRU","102","September",2014,"stem","4cm",13,"sugar",54,"autumn","3-4","diff"
"3494","3111","ACRU","103","September",2014,"stem","4cm",9.6,"sugar",24.1,"autumn","3-4","diff"
"3495","3112","ACRU","105","September",2014,"stem","4cm",10.5,"sugar",30.2,"autumn","3-4","diff"
"3496","3113","ACRU","112","September",2014,"stem","4cm",11.8,"sugar",38.8,"autumn","3-4","diff"
"3497","3114","ACRU","120","September",2014,"stem","4cm",12.8,"sugar",41.1,"autumn","3-4","diff"
"3498","3115","ACRU","124","September",2014,"stem","4cm",12.6,"sugar",32.3,"autumn","3-4","diff"
"3499","3116","BEPA","106","September",2014,"stem","4cm",15,"sugar",25.1,"autumn","3-4","diff"
"3500","3117","BEPA","110","September",2014,"stem","4cm",9.5,"sugar",56.4,"autumn","3-4","diff"
"3501","3118","BEPA","113","September",2014,"stem","4cm",6.6,"sugar",33.4,"autumn","3-4","diff"
"3517","3134","ACRU","102","November",2014,"stem","1cm",21.5,"sugar",69.1,"autumn","0-1","diff"
"3518","3135","ACRU","103","November",2014,"stem","1cm",9.7,"sugar",36.6,"autumn","0-1","diff"
"3519","3136","ACRU","105","November",2014,"stem","1cm",18.7,"sugar",43.3,"autumn","0-1","diff"
"3520","3137","ACRU","112","November",2014,"stem","1cm",13,"sugar",52.8,"autumn","0-1","diff"
"3521","3138","ACRU","120","November",2014,"stem","1cm",15.1,"sugar",55.2,"autumn","0-1","diff"
"3522","3139","ACRU","124","November",2014,"stem","1cm",16,"sugar",45.7,"autumn","0-1","diff"
"3523","3140","BEPA","106","November",2014,"stem","1cm",7.2,"sugar",37.7,"autumn","0-1","diff"
"3524","3141","BEPA","110","November",2014,"stem","1cm",13.7,"sugar",71.7,"autumn","0-1","diff"
"3525","3142","BEPA","113","November",2014,"stem","1cm",10.6,"sugar",46.8,"autumn","0-1","diff"
"3541","3158","ACRU","102","November",2014,"stem","2cm",17.7,"sugar",64,"autumn","1-2","diff"
"3542","3159","ACRU","103","November",2014,"stem","2cm",8.2,"sugar",32.3,"autumn","1-2","diff"
"3543","3160","ACRU","105","November",2014,"stem","2cm",7.3,"sugar",38.8,"autumn","1-2","diff"
"3544","3161","ACRU","112","November",2014,"stem","2cm",12.7,"sugar",48,"autumn","1-2","diff"
"3545","3162","ACRU","120","November",2014,"stem","2cm",10.1,"sugar",50.4,"autumn","1-2","diff"
"3546","3163","ACRU","124","November",2014,"stem","2cm",14,"sugar",41.1,"autumn","1-2","diff"
"3547","3164","BEPA","106","November",2014,"stem","2cm",10.7,"sugar",33.4,"autumn","1-2","diff"
"3548","3165","BEPA","110","November",2014,"stem","2cm",8.2,"sugar",66.5,"autumn","1-2","diff"
"3549","3166","BEPA","113","November",2014,"stem","2cm",8.6,"sugar",42.2,"autumn","1-2","diff"
"3565","3182","ACRU","102","November",2014,"stem","3cm",19.5,"sugar",58.9,"autumn","2-3","diff"
