"","ADR","species","tag","month","year","tissue","stage","conc","method","biomass_kg","season","increment","wood"
"2602","1403","QURU","115","June",2014,"stem","4cm",10.6,"sugar",37.2,"summer","3-4","ring"
"2603","1404","QURU","117","June",2014,"stem","4cm",9,"sugar",34.7,"summer","3-4","ring"
"2604","1405","QURU","118","June",2014,"stem","4cm",10.2,"sugar",49.3,"summer","3-4","ring"
"2614","1415","FRAM","101","June",2014,"stem","4cm",29.9,"sugar",33.9,"summer","3-4","ring"
"2615","1416","FRAM","108","June",2014,"stem","4cm",18.5,"sugar",48.4,"summer","3-4","ring"
"2616","1417","FRAM","123","June",2014,"stem","4cm",14.8,"sugar",23.9,"summer","3-4","ring"
"2701","1590","QURU","104","June",2014,"stem","1cm",15.6,"sugar",94.3,"summer","0-1","ring"
"2702","1591","QURU","104","June",2014,"stem","2cm",14.1,"sugar",87.6,"summer","1-2","ring"
"2703","1592","QURU","107","June",2014,"stem","1cm",27.4,"sugar",94.3,"summer","0-1","ring"
"2704","1593","QURU","107","June",2014,"stem","2cm",5.9,"sugar",87.6,"summer","1-2","ring"
"2705","1594","QURU","109","June",2014,"stem","1cm",17.5,"sugar",104.7,"summer","0-1","ring"
"2706","1595","QURU","109","June",2014,"stem","2cm",11.4,"sugar",97.7,"summer","1-2","ring"
"2707","1596","QURU","115","June",2014,"stem","1cm",28.5,"sugar",53.5,"summer","0-1","ring"
"2708","1597","QURU","115","June",2014,"stem","2cm",18,"sugar",47.9,"summer","1-2","ring"
"2709","1598","QURU","117","June",2014,"stem","1cm",18,"sugar",50.7,"summer","0-1","ring"
"2710","1599","QURU","117","June",2014,"stem","2cm",11.2,"sugar",45.2,"summer","1-2","ring"
"2711","1600","QURU","118","June",2014,"stem","1cm",17.9,"sugar",66.8,"summer","0-1","ring"
"2712","1601","QURU","118","June",2014,"stem","2cm",10.9,"sugar",60.8,"summer","1-2","ring"
"2731","1620","FRAM","101","June",2014,"stem","1cm",17.3,"sugar",47.2,"summer","0-1","ring"
"2732","1621","FRAM","101","June",2014,"stem","2cm",27,"sugar",42.6,"summer","1-2","ring"
"2733","1622","FRAM","108","June",2014,"stem","1cm",13.6,"sugar",63.2,"summer","0-1","ring"
"2734","1623","FRAM","108","June",2014,"stem","2cm",19.1,"sugar",58.1,"summer","1-2","ring"
"2735","1624","FRAM","123","June",2014,"stem","1cm",18.9,"sugar",36,"summer","0-1","ring"
"2736","1625","FRAM","123","June",2014,"stem","2cm",16,"sugar",31.8,"summer","1-2","ring"
"2749","1638","QURU","104","April",2014,"stem","1cm",12.8,"sugar",94.3,"spring","0-1","ring"
"2750","1639","QURU","104","April",2014,"stem","2cm",12,"sugar",87.6,"spring","1-2","ring"
"2751","1640","QURU","107","April",2014,"stem","1cm",25.3,"sugar",94.3,"spring","0-1","ring"
"2752","1641","QURU","107","April",2014,"stem","2cm",12.9,"sugar",87.6,"spring","1-2","ring"
"2753","1642","QURU","109","April",2014,"stem","1cm",22.5,"sugar",104.7,"spring","0-1","ring"
"2754","1643","QURU","109","April",2014,"stem","2cm",49.5,"sugar",97.7,"spring","1-2","ring"
"2755","1644","QURU","115","April",2014,"stem","1cm",18.3,"sugar",53.5,"spring","0-1","ring"
"2756","1645","QURU","115","April",2014,"stem","2cm",14.6,"sugar",47.9,"spring","1-2","ring"
"2757","1646","QURU","117","April",2014,"stem","1cm",18.6,"sugar",50.7,"spring","0-1","ring"
"2758","1647","QURU","117","April",2014,"stem","2cm",17.9,"sugar",45.2,"spring","1-2","ring"
"2759","1648","QURU","118","April",2014,"stem","1cm",15.2,"sugar",66.8,"spring","0-1","ring"
"2760","1649","QURU","118","April",2014,"stem","2cm",18.2,"sugar",60.8,"spring","1-2","ring"
"2779","1668","FRAM","101","April",2014,"stem","1cm",43,"sugar",47.2,"spring","0-1","ring"
"2780","1669","FRAM","101","April",2014,"stem","2cm",28.3,"sugar",42.6,"spring","1-2","ring"
"2781","1670","FRAM","108","April",2014,"stem","1cm",21.3,"sugar",63.2,"spring","0-1","ring"
"2782","1671","FRAM","108","April",2014,"stem","2cm",32.1,"sugar",58.1,"spring","1-2","ring"
"2783","1672","FRAM","123","April",2014,"stem","1cm",16.8,"sugar",36,"spring","0-1","ring"
"2784","1673","FRAM","123","April",2014,"stem","2cm",19.4,"sugar",31.8,"spring","1-2","ring"
"2797","1686","QURU","104","August",2014,"stem","1cm",12.8,"sugar",94.3,"summer","0-1","ring"
"2798","1687","QURU","104","August",2014,"stem","2cm",7.6,"sugar",87.6,"summer","1-2","ring"
"2799","1688","QURU","107","August",2014,"stem","1cm",19.8,"sugar",94.3,"summer","0-1","ring"
"2800","1689","QURU","107","August",2014,"stem","2cm",9.5,"sugar",87.6,"summer","1-2","ring"
"2801","1690","QURU","109","August",2014,"stem","1cm",20.7,"sugar",104.7,"summer","0-1","ring"
"2802","1691","QURU","109","August",2014,"stem","2cm",10.4,"sugar",97.7,"summer","1-2","ring"
"2803","1692","QURU","115","August",2014,"stem","1cm",10.3,"sugar",53.5,"summer","0-1","ring"
"2804","1693","QURU","115","August",2014,"stem","2cm",9.2,"sugar",47.9,"summer","1-2","ring"
"2805","1694","QURU","117","August",2014,"stem","1cm",19.9,"sugar",50.7,"summer","0-1","ring"
"2806","1695","QURU","117","August",2014,"stem","2cm",7.2,"sugar",45.2,"summer","1-2","ring"
"2807","1696","QURU","118","August",2014,"stem","1cm",18.8,"sugar",66.8,"summer","0-1","ring"
"2808","1697","QURU","118","August",2014,"stem","2cm",12.5,"sugar",60.8,"summer","1-2","ring"
"2827","1716","FRAM","101","August",2014,"stem","1cm",27.2,"sugar",47.2,"summer","0-1","ring"
"2828","1717","FRAM","101","August",2014,"stem","2cm",15.8,"sugar",42.6,"summer","1-2","ring"
"2829","1718","FRAM","108","August",2014,"stem","1cm",12.2,"sugar",63.2,"summer","0-1","ring"
"2830","1719","FRAM","108","August",2014,"stem","2cm",18.2,"sugar",58.1,"summer","1-2","ring"
"2831","1720","FRAM","123","August",2014,"stem","1cm",18.8,"sugar",36,"summer","0-1","ring"
"2832","1721","FRAM","123","August",2014,"stem","2cm",13.6,"sugar",31.8,"summer","1-2","ring"
"2845","1734","QURU","104","October",2014,"stem","1cm",16.2,"sugar",94.3,"autumn","0-1","ring"
"2846","1735","QURU","104","October",2014,"stem","2cm",13.1,"sugar",87.6,"autumn","1-2","ring"
"2847","1736","QURU","107","October",2014,"stem","1cm",20.5,"sugar",94.3,"autumn","0-1","ring"
"2848","1737","QURU","107","October",2014,"stem","2cm",11.1,"sugar",87.6,"autumn","1-2","ring"
"2849","1738","QURU","109","October",2014,"stem","1cm",23.5,"sugar",104.7,"autumn","0-1","ring"
"2850","1739","QURU","109","October",2014,"stem","2cm",27.9,"sugar",97.7,"autumn","1-2","ring"
"2851","1740","QURU","115","October",2014,"stem","1cm",25.3,"sugar",53.5,"autumn","0-1","ring"
"2852","1741","QURU","115","October",2014,"stem","2cm",11.1,"sugar",47.9,"autumn","1-2","ring"
"2853","1742","QURU","117","October",2014,"stem","1cm",18.8,"sugar",50.7,"autumn","0-1","ring"
"2854","1743","QURU","117","October",2014,"stem","2cm",17.7,"sugar",45.2,"autumn","1-2","ring"
"2855","1744","QURU","118","October",2014,"stem","1cm",17,"sugar",66.8,"autumn","0-1","ring"
"2856","1745","QURU","118","October",2014,"stem","2cm",15.7,"sugar",60.8,"autumn","1-2","ring"
"2875","1764","FRAM","101","October",2014,"stem","1cm",48.6,"sugar",47.2,"autumn","0-1","ring"
"2876","1765","FRAM","101","October",2014,"stem","2cm",42.4,"sugar",42.6,"autumn","1-2","ring"
"2877","1766","FRAM","108","October",2014,"stem","1cm",44.3,"sugar",63.2,"autumn","0-1","ring"
"2878","1767","FRAM","108","October",2014,"stem","2cm",26.3,"sugar",58.1,"autumn","1-2","ring"
"2879","1768","FRAM","123","October",2014,"stem","1cm",31.3,"sugar",36,"autumn","0-1","ring"
"2880","1769","FRAM","123","October",2014,"stem","2cm",38.9,"sugar",31.8,"autumn","1-2","ring"
"3079","2648","QURU","104","February",2014,"stem","1cm",52.6,"sugar",94.3,"winter","0-1","ring"
"3080","2649","QURU","107","February",2014,"stem","1cm",66.7,"sugar",94.3,"winter","0-1","ring"
"3081","2650","QURU","109","February",2014,"stem","1cm",68.2,"sugar",104.7,"winter","0-1","ring"
"3082","2651","QURU","115","February",2014,"stem","1cm",68,"sugar",53.5,"winter","0-1","ring"
"3083","2652","QURU","117","February",2014,"stem","1cm",59.8,"sugar",50.7,"winter","0-1","ring"
"3084","2653","QURU","118","February",2014,"stem","1cm",71.5,"sugar",66.8,"winter","0-1","ring"
"3094","2663","FRAM","101","February",2014,"stem","1cm",46.4,"sugar",47.2,"winter","0-1","ring"
"3095","2664","FRAM","108","February",2014,"stem","1cm",39.5,"sugar",63.2,"winter","0-1","ring"
"3096","2665","FRAM","123","February",2014,"stem","1cm",50.3,"sugar",36,"winter","0-1","ring"
"3103","2672","QURU","104","February",2014,"stem","2cm",27,"sugar",87.6,"winter","1-2","ring"
"3104","2673","QURU","107","February",2014,"stem","2cm",26.6,"sugar",87.6,"winter","1-2","ring"
"3105","2674","QURU","109","February",2014,"stem","2cm",21.6,"sugar",97.7,"winter","1-2","ring"
"3106","2675","QURU","115","February",2014,"stem","2cm",20.1,"sugar",47.9,"winter","1-2","ring"
"3107","2676","QURU","117","February",2014,"stem","2cm",21,"sugar",45.2,"winter","1-2","ring"
"3108","2677","QURU","118","February",2014,"stem","2cm",36.4,"sugar",60.8,"winter","1-2","ring"
"3118","2687","FRAM","101","February",2014,"stem","2cm",28.1,"sugar",42.6,"winter","1-2","ring"
"3119","2688","FRAM","108","February",2014,"stem","2cm",39.4,"sugar",58.1,"winter","1-2","ring"
"3120","2689","FRAM","123","February",2014,"stem","2cm",29.3,"sugar",31.8,"winter","1-2","ring"
"3127","2696","QURU","104","February",2014,"stem","3cm",13.5,"sugar",81,"winter","2-3","ring"
"3128","2697","QURU","107","February",2014,"stem","3cm",14.2,"sugar",81,"winter","2-3","ring"
"3129","2698","QURU","109","February",2014,"stem","3cm",10.6,"sugar",90.9,"winter","2-3","ring"
"3130","2699","QURU","115","February",2014,"stem","3cm",12.6,"sugar",42.5,"winter","2-3","ring"
"3131","2700","QURU","117","February",2014,"stem","3cm",15.8,"sugar",39.8,"winter","2-3","ring"
"3132","2701","QURU","118","February",2014,"stem","3cm",12.3,"sugar",55,"winter","2-3","ring"
"3142","2711","FRAM","101","February",2014,"stem","3cm",18,"sugar",38.1,"winter","2-3","ring"
"3143","2712","FRAM","108","February",2014,"stem","3cm",43.1,"sugar",53.2,"winter","2-3","ring"
"3144","2713","FRAM","123","February",2014,"stem","3cm",26.6,"sugar",27.7,"winter","2-3","ring"
"3151","2720","QURU","104","February",2014,"stem","4cm",13.2,"sugar",74.6,"winter","3-4","ring"
"3152","2721","QURU","107","February",2014,"stem","4cm",14.4,"sugar",74.6,"winter","3-4","ring"
"3153","2722","QURU","109","February",2014,"stem","4cm",14.5,"sugar",84.3,"winter","3-4","ring"
"3154","2723","QURU","115","February",2014,"stem","4cm",24.1,"sugar",37.2,"winter","3-4","ring"
"3155","2724","QURU","117","February",2014,"stem","4cm",17.6,"sugar",34.7,"winter","3-4","ring"
"3156","2725","QURU","118","February",2014,"stem","4cm",13.6,"sugar",49.3,"winter","3-4","ring"
"3166","2735","FRAM","101","February",2014,"stem","4cm",14.4,"sugar",33.9,"winter","3-4","ring"
"3167","2736","FRAM","108","February",2014,"stem","4cm",35,"sugar",48.4,"winter","3-4","ring"
"3168","2737","FRAM","123","February",2014,"stem","4cm",23.7,"sugar",23.9,"winter","3-4","ring"
"3175","2744","QURU","104","March",2014,"stem","1cm",27.4,"sugar",94.3,"spring","0-1","ring"
"3176","2745","QURU","107","March",2014,"stem","1cm",30.8,"sugar",94.3,"spring","0-1","ring"
"3177","2746","QURU","109","March",2014,"stem","1cm",48.7,"sugar",104.7,"spring","0-1","ring"
"3178","2747","QURU","115","March",2014,"stem","1cm",28.6,"sugar",53.5,"spring","0-1","ring"
"3179","2748","QURU","117","March",2014,"stem","1cm",36,"sugar",50.7,"spring","0-1","ring"
"3180","2749","QURU","118","March",2014,"stem","1cm",36,"sugar",66.8,"spring","0-1","ring"
"3190","2759","FRAM","101","March",2014,"stem","1cm",41.9,"sugar",47.2,"spring","0-1","ring"
"3191","2760","FRAM","108","March",2014,"stem","1cm",32.9,"sugar",63.2,"spring","0-1","ring"
"3192","2761","FRAM","123","March",2014,"stem","1cm",41.9,"sugar",36,"spring","0-1","ring"
"3199","2768","QURU","104","March",2014,"stem","2cm",22.3,"sugar",87.6,"spring","1-2","ring"
"3200","2769","QURU","107","March",2014,"stem","2cm",13.8,"sugar",87.6,"spring","1-2","ring"
"3201","2770","QURU","109","March",2014,"stem","2cm",20.5,"sugar",97.7,"spring","1-2","ring"
"3202","2771","QURU","115","March",2014,"stem","2cm",14.1,"sugar",47.9,"spring","1-2","ring"
"3203","2772","QURU","117","March",2014,"stem","2cm",25.3,"sugar",45.2,"spring","1-2","ring"
"3204","2773","QURU","118","March",2014,"stem","2cm",20.9,"sugar",60.8,"spring","1-2","ring"
"3214","2783","FRAM","101","March",2014,"stem","2cm",28.1,"sugar",42.6,"spring","1-2","ring"
"3215","2784","FRAM","108","March",2014,"stem","2cm",33.4,"sugar",58.1,"spring","1-2","ring"
"3216","2785","FRAM","123","March",2014,"stem","2cm",26.1,"sugar",31.8,"spring","1-2","ring"
"3223","2792","QURU","104","March",2014,"stem","3cm",14.7,"sugar",81,"spring","2-3","ring"
"3224","2793","QURU","107","March",2014,"stem","3cm",13,"sugar",81,"spring","2-3","ring"
"3225","2794","QURU","109","March",2014,"stem","3cm",15.2,"sugar",90.9,"spring","2-3","ring"
"3226","2795","QURU","115","March",2014,"stem","3cm",14.3,"sugar",42.5,"spring","2-3","ring"
"3227","2796","QURU","117","March",2014,"stem","3cm",15.6,"sugar",39.8,"spring","2-3","ring"
"3228","2797","QURU","118","March",2014,"stem","3cm",15.1,"sugar",55,"spring","2-3","ring"
"3238","2807","FRAM","101","March",2014,"stem","3cm",30.1,"sugar",38.1,"spring","2-3","ring"
"3239","2808","FRAM","108","March",2014,"stem","3cm",36.5,"sugar",53.2,"spring","2-3","ring"
"3240","2809","FRAM","123","March",2014,"stem","3cm",23.9,"sugar",27.7,"spring","2-3","ring"
"3247","2816","QURU","104","March",2014,"stem","4cm",14.3,"sugar",74.6,"spring","3-4","ring"
"3248","2817","QURU","107","March",2014,"stem","4cm",12.6,"sugar",74.6,"spring","3-4","ring"
"3249","2818","QURU","109","March",2014,"stem","4cm",17.2,"sugar",84.3,"spring","3-4","ring"
"3250","2819","QURU","115","March",2014,"stem","4cm",14.4,"sugar",37.2,"spring","3-4","ring"
"3251","2820","QURU","117","March",2014,"stem","4cm",15.5,"sugar",34.7,"spring","3-4","ring"
"3252","2821","QURU","118","March",2014,"stem","4cm",17.2,"sugar",49.3,"spring","3-4","ring"
"3262","2831","FRAM","101","March",2014,"stem","4cm",15.6,"sugar",33.9,"spring","3-4","ring"
"3263","2832","FRAM","108","March",2014,"stem","4cm",31.2,"sugar",48.4,"spring","3-4","ring"
"3264","2833","FRAM","123","March",2014,"stem","4cm",19.6,"sugar",23.9,"spring","3-4","ring"
"3271","2840","QURU","104","May",2014,"stem","1cm",18.8,"sugar",94.3,"spring","0-1","ring"
"3272","2841","QURU","107","May",2014,"stem","1cm",12.5,"sugar",94.3,"spring","0-1","ring"
"3273","2842","QURU","109","May",2014,"stem","1cm",23.1,"sugar",104.7,"spring","0-1","ring"
"3274","2843","QURU","115","May",2014,"stem","1cm",20.7,"sugar",53.5,"spring","0-1","ring"
"3275","2844","QURU","117","May",2014,"stem","1cm",18.5,"sugar",50.7,"spring","0-1","ring"
"3276","2845","QURU","118","May",2014,"stem","1cm",19.3,"sugar",66.8,"spring","0-1","ring"
"3286","2855","FRAM","101","May",2014,"stem","1cm",23.7,"sugar",47.2,"spring","0-1","ring"
"3287","2856","FRAM","108","May",2014,"stem","1cm",17.7,"sugar",63.2,"spring","0-1","ring"
"3288","2857","FRAM","123","May",2014,"stem","1cm",21.8,"sugar",36,"spring","0-1","ring"
"3295","2864","QURU","104","May",2014,"stem","2cm",13.8,"sugar",87.6,"spring","1-2","ring"
"3296","2865","QURU","107","May",2014,"stem","2cm",15.4,"sugar",87.6,"spring","1-2","ring"
"3297","2866","QURU","109","May",2014,"stem","2cm",19,"sugar",97.7,"spring","1-2","ring"
"3298","2867","QURU","115","May",2014,"stem","2cm",22.4,"sugar",47.9,"spring","1-2","ring"
"3299","2868","QURU","117","May",2014,"stem","2cm",16.2,"sugar",45.2,"spring","1-2","ring"
"3300","2869","QURU","118","May",2014,"stem","2cm",13.7,"sugar",60.8,"spring","1-2","ring"
"3310","2879","FRAM","101","May",2014,"stem","2cm",24.2,"sugar",42.6,"spring","1-2","ring"
"3311","2880","FRAM","108","May",2014,"stem","2cm",21.6,"sugar",58.1,"spring","1-2","ring"
"3312","2881","FRAM","123","May",2014,"stem","2cm",24.7,"sugar",31.8,"spring","1-2","ring"
"3319","2888","QURU","104","May",2014,"stem","3cm",12.1,"sugar",81,"spring","2-3","ring"
"3320","2889","QURU","107","May",2014,"stem","3cm",10.6,"sugar",81,"spring","2-3","ring"
"3321","2890","QURU","109","May",2014,"stem","3cm",13,"sugar",90.9,"spring","2-3","ring"
"3322","2891","QURU","115","May",2014,"stem","3cm",7.9,"sugar",42.5,"spring","2-3","ring"
"3323","2892","QURU","117","May",2014,"stem","3cm",13.7,"sugar",39.8,"spring","2-3","ring"
"3324","2893","QURU","118","May",2014,"stem","3cm",15.3,"sugar",55,"spring","2-3","ring"
"3334","2903","FRAM","101","May",2014,"stem","3cm",17.8,"sugar",38.1,"spring","2-3","ring"
"3335","2904","FRAM","108","May",2014,"stem","3cm",22.4,"sugar",53.2,"spring","2-3","ring"
"3336","2905","FRAM","123","May",2014,"stem","3cm",11.7,"sugar",27.7,"spring","2-3","ring"
"3343","2912","QURU","104","May",2014,"stem","4cm",13.3,"sugar",74.6,"spring","3-4","ring"
"3344","2913","QURU","107","May",2014,"stem","4cm",13.2,"sugar",74.6,"spring","3-4","ring"
"3345","2914","QURU","109","May",2014,"stem","4cm",22.2,"sugar",84.3,"spring","3-4","ring"
"3346","2915","QURU","115","May",2014,"stem","4cm",12.3,"sugar",37.2,"spring","3-4","ring"
"3347","2916","QURU","117","May",2014,"stem","4cm",13.1,"sugar",34.7,"spring","3-4","ring"
"3348","2917","QURU","118","May",2014,"stem","4cm",11.3,"sugar",49.3,"spring","3-4","ring"
"3358","2927","FRAM","101","May",2014,"stem","4cm",11.2,"sugar",33.9,"spring","3-4","ring"
"3359","2928","FRAM","108","May",2014,"stem","4cm",16.9,"sugar",48.4,"spring","3-4","ring"
"3360","2929","FRAM","123","May",2014,"stem","4cm",12.8,"sugar",23.9,"spring","3-4","ring"
"3367","2984","QURU","104","July",2014,"stem","3cm",14.2,"sugar",81,"summer","2-3","ring"
"3368","2985","QURU","107","July",2014,"stem","3cm",15.1,"sugar",81,"summer","2-3","ring"
"3369","2986","QURU","109","July",2014,"stem","3cm",18.6,"sugar",90.9,"summer","2-3","ring"
"3370","2987","QURU","115","July",2014,"stem","3cm",17.5,"sugar",42.5,"summer","2-3","ring"
"3371","2988","QURU","117","July",2014,"stem","3cm",14.6,"sugar",39.8,"summer","2-3","ring"
"3372","2989","QURU","118","July",2014,"stem","3cm",16.9,"sugar",55,"summer","2-3","ring"
"3382","2999","FRAM","101","July",2014,"stem","3cm",24.5,"sugar",38.1,"summer","2-3","ring"
"3383","3000","FRAM","108","July",2014,"stem","3cm",22.5,"sugar",53.2,"summer","2-3","ring"
"3384","3001","FRAM","123","July",2014,"stem","3cm",20.9,"sugar",27.7,"summer","2-3","ring"
"3391","3008","QURU","104","July",2014,"stem","4cm",14.7,"sugar",74.6,"summer","3-4","ring"
"3392","3009","QURU","107","July",2014,"stem","4cm",17.2,"sugar",74.6,"summer","3-4","ring"
"3393","3010","QURU","109","July",2014,"stem","4cm",14.5,"sugar",84.3,"summer","3-4","ring"
"3394","3011","QURU","115","July",2014,"stem","4cm",14.9,"sugar",37.2,"summer","3-4","ring"
"3395","3012","QURU","117","July",2014,"stem","4cm",16.1,"sugar",34.7,"summer","3-4","ring"
"3396","3013","QURU","118","July",2014,"stem","4cm",17.8,"sugar",49.3,"summer","3-4","ring"
"3406","3023","FRAM","101","July",2014,"stem","4cm",12.3,"sugar",33.9,"summer","3-4","ring"
"3407","3024","FRAM","108","July",2014,"stem","4cm",23.5,"sugar",48.4,"summer","3-4","ring"
"3408","3025","FRAM","123","July",2014,"stem","4cm",16.7,"sugar",23.9,"summer","3-4","ring"
"3415","3032","QURU","104","September",2014,"stem","1cm",20.2,"sugar",94.3,"autumn","0-1","ring"
"3416","3033","QURU","107","September",2014,"stem","1cm",34.1,"sugar",94.3,"autumn","0-1","ring"
"3417","3034","QURU","109","September",2014,"stem","1cm",38.8,"sugar",104.7,"autumn","0-1","ring"
"3418","3035","QURU","115","September",2014,"stem","1cm",25.7,"sugar",53.5,"autumn","0-1","ring"
"3419","3036","QURU","117","September",2014,"stem","1cm",31.2,"sugar",50.7,"autumn","0-1","ring"
"3420","3037","QURU","118","September",2014,"stem","1cm",26.5,"sugar",66.8,"autumn","0-1","ring"
"3430","3047","FRAM","101","September",2014,"stem","1cm",32.8,"sugar",47.2,"autumn","0-1","ring"
"3431","3048","FRAM","108","September",2014,"stem","1cm",25,"sugar",63.2,"autumn","0-1","ring"
"3432","3049","FRAM","123","September",2014,"stem","1cm",23.6,"sugar",36,"autumn","0-1","ring"
"3439","3056","QURU","104","September",2014,"stem","2cm",18.4,"sugar",87.6,"autumn","1-2","ring"
"3440","3057","QURU","107","September",2014,"stem","2cm",12.7,"sugar",87.6,"autumn","1-2","ring"
"3441","3058","QURU","109","September",2014,"stem","2cm",18.1,"sugar",97.7,"autumn","1-2","ring"
"3442","3059","QURU","115","September",2014,"stem","2cm",12.4,"sugar",47.9,"autumn","1-2","ring"
"3443","3060","QURU","117","September",2014,"stem","2cm",15.8,"sugar",45.2,"autumn","1-2","ring"
"3444","3061","QURU","118","September",2014,"stem","2cm",23.5,"sugar",60.8,"autumn","1-2","ring"
"3454","3071","FRAM","101","September",2014,"stem","2cm",23.6,"sugar",42.6,"autumn","1-2","ring"
"3455","3072","FRAM","108","September",2014,"stem","2cm",20.1,"sugar",58.1,"autumn","1-2","ring"
"3456","3073","FRAM","123","September",2014,"stem","2cm",19.7,"sugar",31.8,"autumn","1-2","ring"
"3463","3080","QURU","104","September",2014,"stem","3cm",11.3,"sugar",81,"autumn","2-3","ring"
"3464","3081","QURU","107","September",2014,"stem","3cm",9.7,"sugar",81,"autumn","2-3","ring"
"3465","3082","QURU","109","September",2014,"stem","3cm",14.9,"sugar",90.9,"autumn","2-3","ring"
"3466","3083","QURU","115","September",2014,"stem","3cm",11.2,"sugar",42.5,"autumn","2-3","ring"
"3467","3084","QURU","117","September",2014,"stem","3cm",13.2,"sugar",39.8,"autumn","2-3","ring"
"3468","3085","QURU","118","September",2014,"stem","3cm",14.1,"sugar",55,"autumn","2-3","ring"
"3478","3095","FRAM","101","September",2014,"stem","3cm",15.5,"sugar",38.1,"autumn","2-3","ring"
"3479","3096","FRAM","108","September",2014,"stem","3cm",18.7,"sugar",53.2,"autumn","2-3","ring"
"3480","3097","FRAM","123","September",2014,"stem","3cm",14,"sugar",27.7,"autumn","2-3","ring"
"3487","3104","QURU","104","September",2014,"stem","4cm",19.8,"sugar",74.6,"autumn","3-4","ring"
"3488","3105","QURU","107","September",2014,"stem","4cm",16.2,"sugar",74.6,"autumn","3-4","ring"
"3489","3106","QURU","109","September",2014,"stem","4cm",17.7,"sugar",84.3,"autumn","3-4","ring"
"3490","3107","QURU","115","September",2014,"stem","4cm",16.3,"sugar",37.2,"autumn","3-4","ring"
"3491","3108","QURU","117","September",2014,"stem","4cm",15.7,"sugar",34.7,"autumn","3-4","ring"
"3492","3109","QURU","118","September",2014,"stem","4cm",16.1,"sugar",49.3,"autumn","3-4","ring"
"3502","3119","FRAM","101","September",2014,"stem","4cm",15.3,"sugar",33.9,"autumn","3-4","ring"
"3503","3120","FRAM","108","September",2014,"stem","4cm",25.3,"sugar",48.4,"autumn","3-4","ring"
"3504","3121","FRAM","123","September",2014,"stem","4cm",21.8,"sugar",23.9,"autumn","3-4","ring"
"3511","3128","QURU","104","November",2014,"stem","1cm",36.4,"sugar",94.3,"autumn","0-1","ring"
"3512","3129","QURU","107","November",2014,"stem","1cm",29.8,"sugar",94.3,"autumn","0-1","ring"
"3513","3130","QURU","109","November",2014,"stem","1cm",61.6,"sugar",104.7,"autumn","0-1","ring"
"3514","3131","QURU","115","November",2014,"stem","1cm",42.2,"sugar",53.5,"autumn","0-1","ring"
"3515","3132","QURU","117","November",2014,"stem","1cm",39.8,"sugar",50.7,"autumn","0-1","ring"
"3516","3133","QURU","118","November",2014,"stem","1cm",50.9,"sugar",66.8,"autumn","0-1","ring"
"3526","3143","FRAM","101","November",2014,"stem","1cm",41.3,"sugar",47.2,"autumn","0-1","ring"
"3527","3144","FRAM","108","November",2014,"stem","1cm",29.2,"sugar",63.2,"autumn","0-1","ring"
"3528","3145","FRAM","123","November",2014,"stem","1cm",31.3,"sugar",36,"autumn","0-1","ring"
"3535","3152","QURU","104","November",2014,"stem","2cm",26.4,"sugar",87.6,"autumn","1-2","ring"
"3536","3153","QURU","107","November",2014,"stem","2cm",13.4,"sugar",87.6,"autumn","1-2","ring"
"3537","3154","QURU","109","November",2014,"stem","2cm",28,"sugar",97.7,"autumn","1-2","ring"
"3538","3155","QURU","115","November",2014,"stem","2cm",13.6,"sugar",47.9,"autumn","1-2","ring"
"3539","3156","QURU","117","November",2014,"stem","2cm",20.2,"sugar",45.2,"autumn","1-2","ring"
"3540","3157","QURU","118","November",2014,"stem","2cm",28.1,"sugar",60.8,"autumn","1-2","ring"
"3550","3167","FRAM","101","November",2014,"stem","2cm",35,"sugar",42.6,"autumn","1-2","ring"
"3551","3168","FRAM","108","November",2014,"stem","2cm",24.7,"sugar",58.1,"autumn","1-2","ring"
"3552","3169","FRAM","123","November",2014,"stem","2cm",27,"sugar",31.8,"autumn","1-2","ring"
"3559","3176","QURU","104","November",2014,"stem","3cm",18.4,"sugar",81,"autumn","2-3","ring"
"3560","3177","QURU","107","November",2014,"stem","3cm",20.9,"sugar",81,"autumn","2-3","ring"
"3561","3178","QURU","109","November",2014,"stem","3cm",14.6,"sugar",90.9,"autumn","2-3","ring"
"3562","3179","QURU","115","November",2014,"stem","3cm",16.6,"sugar",42.5,"autumn","2-3","ring"
"3563","3180","QURU","117","November",2014,"stem","3cm",18.3,"sugar",39.8,"autumn","2-3","ring"
"3564","3181","QURU","118","November",2014,"stem","3cm",14.3,"sugar",55,"autumn","2-3","ring"
"3574","3191","FRAM","101","November",2014,"stem","3cm",22,"sugar",38.1,"autumn","2-3","ring"
"3575","3192","FRAM","108","November",2014,"stem","3cm",29.4,"sugar",53.2,"autumn","2-3","ring"
"3576","3193","FRAM","123","November",2014,"stem","3cm",23.4,"sugar",27.7,"autumn","2-3","ring"
"3583","3200","QURU","104","November",2014,"stem","4cm",20.3,"sugar",74.6,"autumn","3-4","ring"
"3584","3201","QURU","107","November",2014,"stem","4cm",13,"sugar",74.6,"autumn","3-4","ring"
"3585","3202","QURU","109","November",2014,"stem","4cm",14.5,"sugar",84.3,"autumn","3-4","ring"
"3586","3203","QURU","115","November",2014,"stem","4cm",13.5,"sugar",37.2,"autumn","3-4","ring"
"3587","3204","QURU","117","November",2014,"stem","4cm",16.9,"sugar",34.7,"autumn","3-4","ring"
